Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Shots,Age,Nationality,Rank
2023/24,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,Tottenham Hotspur,TOT,57.0,24 years 120 days,Sweden,40.0
2023/24,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,57.0,24 years 275 days,England,40.0
2023/24,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,57.0,22 years 255 days,France,40.0
2023/24,340631.0,Justin Kluivert,Justin,Kluivert,F,19.0,Left/Right Winger,Bournemouth,BOU,56.0,25 years 110 days,Netherlands,43.0
2023/24,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,Arsenal,ARS,55.0,27 years 142 days,Brazil,44.0
2023/24,345865.0,Jérémy Doku,Jérémy,Doku,F,11.0,Left/Right Winger,Manchester City,MCI,55.0,22 years 88 days,Belgium,44.0
2023/24,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,55.0,33 years 69 days,Germany,44.0
2023/24,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,Fulham,FUL,55.0,28 years 112 days,Nigeria,44.0
2023/24,361719.0,Moussa Diaby,Moussa,Diaby,F,n/a,Right Winger,n/a,n/a,54.0,25 years 47 days,France,48.0
2023/24,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,Nottingham Forest,NFO,54.0,22 years 118 days,Sweden,48.0
2023/24,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,53.0,27 years 14 days,Jamaica,50.0
2023/24,347089.0,Brennan Johnson,Brennan,Johnson,F,22.0,Centre Striker,Tottenham Hotspur,TOT,53.0,23 years 92 days,Wales,50.0
2023/24,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,53.0,25 years 16 days,Cameroon,50.0
2023/24,340461.0,Pedro Porro,Pedro,Porro,D,23.0,Right Full Back,Tottenham Hotspur,TOT,53.0,24 years 345 days,Spain,50.0
2023/24,348034.0,Marcus Tavernier,Marcus,Tavernier,M,n/a,Midfielder,Bournemouth,BOU,53.0,25 years 154 days,England,50.0
2023/24,315374.0,Simon Adingra,Simon,Adingra,F,11.0,Left Winger,Brighton & Hove Albion,BHA,52.0,22 years 235 days,Cote D’Ivoire,55.0
2023/24,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,52.0,28 years 235 days,Brazil,55.0
2023/24,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,51.0,26 years 220 days,France,57.0
2023/24,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,Chelsea,CHE,51.0,29 years 259 days,England,57.0
2023/24,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,51.0,28 years 160 days,England,57.0
2023/24,342365.0,Zeki Amdouni,Zeki,Amdouni,F,25.0,Forward,Burnley,BUR,49.0,23 years 263 days,Switzerland,60.0
2023/24,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,49.0,21 years 141 days,England,60.0
2023/24,344713.0,Gustavo Hamer,Gustavo,Hamer,M,8.0,Centre Defensive Midfielder,Sheffield United,SHU,49.0,27 years 60 days,Netherlands,60.0
2023/24,362852.0,Wilson Odobert,Wilson,Odobert,F,28.0,Left Winger,n/a,n/a,49.0,19 years 269 days,France,60.0
2023/24,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,48.0,32 years 347 days,Ghana,64.0
2023/24,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,48.0,24 years 199 days,England,64.0
2023/24,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,48.0,26 years 281 days,Brazil,64.0
2023/24,336342.0,Mario Lemina,Mario,Lemina,M,5.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,48.0,30 years 357 days,Gabon,64.0
2023/24,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,48.0,26 years 106 days,Brazil,64.0
2023/24,340567.0,Chris Wood,Chris,Wood,F,11.0,Centre Striker,Nottingham Forest,NFO,48.0,32 years 260 days,New Zealand,64.0
2023/24,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,47.0,25 years 321 days,England,70.0
2023/24,222694.0,Abdoulaye Doucouré,Abdoulaye,Doucouré,M,16.0,Centre Central Midfielder,Everton,EVE,47.0,31 years 235 days,Mali,70.0
2023/24,337917.0,Enzo Fernández,Enzo,Fernández,M,8.0,Midfielder,Chelsea,CHE,47.0,23 years 219 days,Argentina,70.0
2023/24,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,46.0,27 years 56 days,France,73.0
2023/24,336549.0,Pablo Sarabia,Pablo,Sarabia,M,21.0,Left/Centre/Right Attacking Midfielder,Wolverhampton Wanderers,WOL,46.0,32 years 104 days,Spain,73.0
2023/24,325467.0,Willian,Willian,Borges da Silva,F,20.0,Left/Centre/Right Winger,n/a,n/a,45.0,36 years 14 days,Brazil,75.0
2023/24,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,45.0,28 years 210 days,South Korea,75.0
2023/24,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,45.0,29 years 45 days,Portugal,75.0
2023/24,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,45.0,33 years 46 days,Netherlands,75.0
2023/24,343285.0,Jacob Bruun Larsen,Jacob,Bruun Larsen,F,34.0,Left Winger,Burnley,BUR,44.0,25 years 339 days,Denmark,79.0
2023/24,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,44.0,33 years 56 days,Belgium,79.0
2023/24,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,44.0,25 years 243 days,Argentina,79.0
2023/24,43231.0,Scott McTominay,Scott,McTominay,M,39.0,Centre Attacking Midfielder,Manchester United,MUN,44.0,27 years 259 days,Scotland,79.0
2023/24,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,West Ham United,WHU,44.0,29 years 296 days,England,79.0
2023/24,288967.0,Ryan Christie,Ryan,Christie,M,10.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,43.0,29 years 183 days,Scotland,84.0
2023/24,325419.0,Antony,Antony Matheus,dos Santos,F,21.0,Left/Right Winger,Manchester United,MUN,43.0,24 years 181 days,Brazil,84.0
2023/24,346391.0,Beto,Norberto Bercique,Gomes Betuncal,F,14.0,Centre Striker,Everton,EVE,43.0,26 years 205 days,Portugal,84.0
2023/24,317507.0,Keane Lewis-Potter,Keane,Lewis-Potter,F,23.0,Striker,Brentford,BRE,43.0,23 years 183 days,England,84.0
2023/24,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,43.0,29 years 178 days,Czech Republic,84.0
2023/24,362951.0,Cameron Archer,Cameron,Archer,F,19.0,Forward,Sheffield United,SHU,42.0,22 years 258 days,England,89.0
2023/24,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Everton,EVE,42.0,28 years 9 days,France,89.0
2023/24,325037.0,Lucas Paquetá,Lucas,Tolentino Coelho de Lima,M,10.0,Centre Attacking Midfielder,West Ham United,WHU,42.0,26 years 362 days,Brazil,89.0
2023/24,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,41.0,30 years 195 days,Paraguay,92.0
2023/24,338756.0,James Garner,James,Garner,M,n/a,Centre Central Midfielder,Everton,EVE,41.0,23 years 163 days,England,92.0
2023/24,343093.0,Raúl Jiménez,Raúl,Jiménez,F,7.0,Striker,Fulham,FUL,41.0,33 years 110 days,Mexico,92.0
2023/24,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,41.0,26 years 298 days,England,92.0
2023/24,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,41.0,27 years 263 days,Portugal,92.0
2023/24,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,41.0,33 years 271 days,England,92.0
2023/24,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,40.0,29 years 310 days,Scotland,98.0
2023/24,283241.0,Harry Wilson,Harry,Wilson,M,8.0,Left/Right Winger,Fulham,FUL,40.0,27 years 154 days,Wales,98.0
2023/24,323846.0,Casemiro,Carlos Henrique,Casimiro,M,18.0,Centre Central Midfielder,Manchester United,MUN,39.0,32 years 182 days,Brazil,100.0
2023/24,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,Nottingham Forest,NFO,38.0,23 years 290 days,England,101.0
2023/24,343771.0,Rasmus Højlund,Rasmus,Højlund,F,9.0,Centre Striker,Manchester United,MUN,38.0,21 years 201 days,Denmark,101.0
2023/24,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,38.0,25 years 85 days,England,101.0
2023/24,362697.0,Pedro Neto,Pedro,Lomba Neto,F,7.0,Left/Right Winger,n/a,n/a,36.0,24 years 167 days,Portugal,104.0
2023/24,314125.0,Pape Sarr,Pape,Sarr,M,29.0,Centre Central Midfielder,Tottenham Hotspur,TOT,36.0,21 years 344 days,Senegal,104.0
2023/24,362065.0,Ben Brereton,Ben,Brereton,F,17.0,Left Winger,Sheffield United,SHU,35.0,25 years 127 days,Chile,106.0
2023/24,336483.0,Mykhailo Mudryk,Mykhailo,Mudryk,M,10.0,Left Winger,Chelsea,CHE,35.0,23 years 231 days,Ukraine,106.0
2023/24,160057.0,Christian Nørgaard,Christian,Nørgaard,M,6.0,Centre Central Midfielder,Brentford,BRE,35.0,30 years 166 days,Denmark,106.0
2023/24,340667.0,Chiedozie Ogbene,Chiedozie,Ogbene,F,7.0,Left/Right Winger,Luton Town,LUT,35.0,27 years 114 days,Ireland,106.0
2023/24,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,35.0,32 years 247 days,Switzerland,106.0
2023/24,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,35.0,32 years 178 days,England,106.0
2023/24,337205.0,Lyle Foster,Lyle,Foster,F,17.0,Centre Striker,Burnley,BUR,34.0,23 years 355 days,South Africa,112.0
2023/24,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Everton,EVE,34.0,27 years 277 days,England,112.0
2023/24,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,Crystal Palace,CRY,34.0,29 years 303 days,Colombia,112.0
2023/24,289869.0,Kaoru Mitoma,Kaoru,Mitoma,F,18.0,Forward,Brighton & Hove Albion,BHA,34.0,27 years 95 days,Japan,112.0
2023/24,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,34.0,30 years 13 days,Portugal,112.0
2023/24,211499.0,Matty Cash,Matty,Cash,D,2.0,Right Full Back,Aston Villa,AVL,33.0,27 years 16 days,Poland,117.0
2023/24,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,33.0,31 years 203 days,Jamaica,117.0
2023/24,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,33.0,32 years 276 days,England,117.0
2023/24,323333.0,Evan Ferguson,Evan,Ferguson,F,28.0,Centre Striker,Brighton & Hove Albion,BHA,33.0,19 years 309 days,Ireland,117.0
2023/24,361726.0,Oliver McBurnie,Oliver,McBurnie,F,16.0,Centre Striker,Sheffield United,SHU,33.0,28 years 80 days,Scotland,117.0
2023/24,361345.0,Jayden Bogle,Jayden,Bogle,D,2.0,Right Full Back,Sheffield United,SHU,32.0,24 years 27 days,England,122.0
2023/24,343671.0,Josko Gvardiol,Josko,Gvardiol,D,24.0,Defender,Manchester City,MCI,32.0,22 years 213 days,Croatia,122.0
2023/24,336789.0,Noni Madueke,Noni,Madueke,F,n/a,Winger,Chelsea,CHE,32.0,22 years 166 days,England,122.0
2023/24,134233.0,Ryan Yates,Ryan,Yates,M,22.0,Left/Centre/Right Attacking Midfielder,Nottingham Forest,NFO,32.0,26 years 276 days,England,122.0
2023/24,268672.0,Elijah Adebayo,Elijah,Adebayo,F,11.0,Centre Striker,Luton Town,LUT,31.0,26 years 229 days,England,126.0
2023/24,342028.0,Tahith Chong,Tahith,Chong,M,14.0,Left/Right Winger,Luton Town,LUT,31.0,24 years 263 days,Netherlands,126.0
2023/24,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,31.0,26 years 248 days,Brazil,126.0
2023/24,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,30.0,34 years 148 days,Jamaica,129.0
2023/24,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,30.0,28 years 73 days,Denmark,129.0
2023/24,258769.0,Diogo Dalot,José Diogo,Dalot Teixeira,D,5.0,Right Full Back,Manchester United,MUN,30.0,25 years 158 days,Portugal,129.0
2023/24,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,30.0,29 years 181 days,England,129.0
2023/24,336736.0,Dango Ouattara,Dango,Ouattara,F,11.0,Forward,Bournemouth,BOU,30.0,22 years 194 days,Burkina Faso,129.0
2023/24,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,29.0,23 years 7 days,Belgium,134.0
2023/24,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,Tottenham Hotspur,TOT,29.0,28 years 170 days,Germany,134.0
2023/24,180093.0,Josh Brownhill,Josh,Brownhill,M,8.0,Centre Central Midfielder,Burnley,BUR,28.0,28 years 248 days,England,136.0
2023/24,312805.0,Julio Enciso,Julio,Enciso,M,10.0,Left/Centre Attacking Midfielder,Brighton & Hove Albion,BHA,28.0,20 years 213 days,Paraguay,136.0
2023/24,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Newcastle United,NEW,27.0,26 years 258 days,England,138.0
2023/24,359151.0,Luis Sinisterra,Luis,Sinisterra,F,17.0,Right Winger,n/a,n/a,27.0,25 years 67 days,Colombia,138.0
2023/24,360270.0,Nicolò Zaniolo,Nicolò,Zaniolo,M,21.0,Centre Attacking Midfielder,n/a,n/a,27.0,25 years 52 days,Italy,138.0
2023/24,344580.0,Jacob Brown,Jacob,Brown,F,19.0,Forward,Luton Town,LUT,26.0,26 years 135 days,Scotland,141.0
2023/24,313731.0,Alfie Doughty,Alfie,Doughty,M,45.0,Left Winger,Luton Town,LUT,26.0,24 years 246 days,England,141.0
2023/24,346786.0,Ansu Fati,Ansu,Fati,F,31.0,Left/Centre/Right Winger,n/a,n/a,26.0,21 years 297 days,Spain,141.0
2023/24,337528.0,João Gomes,João Victor,Gomes da Silva,M,8.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,26.0,23 years 193 days,Brazil,141.0
2023/24,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,26.0,34 years 332 days,Senegal,141.0
2023/24,347499.0,James McAtee,James,McAtee,M,28.0,Central Midfielder,Sheffield United,SHU,26.0,21 years 310 days,England,141.0
2023/24,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,26.0,25 years 86 days,Ukraine,141.0
2023/24,363132.0,Sander Berge,Sander,Berge,M,16.0,Centre Central Midfielder,n/a,n/a,25.0,26 years 191 days,Norway,148.0
2023/24,320636.0,Vitinho,Victor Alexander,da Silva,D,22.0,Right Full Back,Burnley,BUR,25.0,25 years 31 days,Brazil,148.0
2023/24,358596.0,Arnaut Danjuma,Arnaut,Danjuma,F,n/a,Forward,n/a,n/a,25.0,27 years 205 days,Netherlands,148.0
2023/24,325644.0,Billy Gilmour,Billy,Gilmour,M,11.0,Central Midfielder,Brighton & Hove Albion,BHA,25.0,23 years 73 days,Scotland,148.0
2023/24,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,25.0,31 years 278 days,England,148.0
2023/24,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,24.0,23 years 78 days,Algeria,153.0
2023/24,312817.0,Yves Bissouma,Yves,Bissouma,M,8.0,Centre Central Midfielder,Tottenham Hotspur,TOT,24.0,27 years 359 days,Mali,153.0
2023/24,285389.0,Cristian Romero,Cristian,Romero,D,17.0,Centre Central Defender,Tottenham Hotspur,TOT,24.0,26 years 118 days,Argentina,153.0
2023/24,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,23.0,32 years 106 days,England,156.0
2023/24,336542.0,Danilo,Danilo,dos Santos de Oliveira,M,28.0,Midfielder,Nottingham Forest,NFO,23.0,23 years 116 days,Brazil,156.0
2023/24,346846.0,Ryan Gravenberch,Ryan,Gravenberch,M,38.0,Centre Central Midfielder,Liverpool,LIV,23.0,22 years 99 days,Netherlands,156.0
2023/24,342995.0,Luca Koleosho,Luca,Koleosho,F,30.0,Right Winger,Burnley,BUR,23.0,19 years 343 days,Italy,156.0
2023/24,359174.0,Enes Ünal,Enes,Ünal,F,26.0,Centre Striker,n/a,n/a,23.0,27 years 105 days,Turkey,156.0
2023/24,313792.0,Taiwo Awoniyi,Taiwo,Awoniyi,F,9.0,Centre Striker,Nottingham Forest,NFO,22.0,27 years 11 days,Nigeria,161.0
2023/24,347497.0,Nicolás Domínguez,Nicolás,Domínguez,M,16.0,Centre Central Midfielder,Nottingham Forest,NFO,22.0,26 years 56 days,Argentina,161.0
2023/24,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,22.0,28 years 348 days,England,161.0
2023/24,340665.0,Mateo Kovacic,Mateo,Kovacic,M,8.0,Central Midfielder,Manchester City,MCI,22.0,30 years 109 days,Croatia,161.0
2023/24,282042.0,Frank Onyeka,Frank,Onyeka,M,15.0,Centre Central Midfielder,Brentford,BRE,22.0,26 years 235 days,Nigeria,161.0
2023/24,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,22.0,35 years 25 days,England,161.0
2023/24,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,n/a,n/a,21.0,28 years 84 days,Denmark,167.0
2023/24,346421.0,Carlos Baleba,Carlos,Baleba,M,20.0,Centre Central Midfielder,Brighton & Hove Albion,BHA,21.0,20 years 233 days,Cameroon,167.0
2023/24,362646.0,Facundo Buonanotte,Facundo,Buonanotte,M,40.0,Centre Attacking Midfielder,n/a,n/a,21.0,19 years 244 days,Argentina,167.0
2023/24,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,21.0,26 years 105 days,Germany,167.0
2023/24,362575.0,William Osula,William,Osula,F,18.0,Centre Striker,Sheffield United,SHU,21.0,21 years 19 days,Denmark,167.0
2023/24,187388.0,Nathan Aké,Nathan,Aké,D,6.0,Left/Centre Central Defender,Manchester City,MCI,20.0,29 years 187 days,Netherlands,172.0
2023/24,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,20.0,31 years 34 days,France,172.0
2023/24,257590.0,Rúben Dias,Rúben,dos Santos Gato Alves Dias,D,3.0,Centre Central Defender,Manchester City,MCI,20.0,27 years 101 days,Portugal,172.0
2023/24,337015.0,Jhon Durán,Jhon,Durán,F,9.0,Striker,Aston Villa,AVL,20.0,20 years 254 days,Colombia,172.0
2023/24,161345.0,Harry Maguire,Harry,Maguire,D,5.0,Centre Central Defender,Manchester United,MUN,20.0,31 years 171 days,England,172.0
2023/24,349917.0,Andros Townsend,Andros,Townsend,M,30.0,Midfielder,Luton Town,LUT,20.0,33 years 38 days,England,172.0
2023/24,315745.0,Anel Ahmedhodzic,Anel,Ahmedhodzic,D,15.0,Centre Central Defender,Sheffield United,SHU,19.0,25 years 150 days,Bosnia & Herzegovina,178.0
2023/24,359414.0,Elliot Anderson,Elliot,Anderson,M,8.0,Centre Central Midfielder,n/a,n/a,19.0,21 years 291 days,Scotland,178.0
2023/24,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,19.0,28 years 9 days,Brazil,178.0
2023/24,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,19.0,29 years 13 days,Algeria,178.0
2023/24,355602.0,David Datro Fofana,David Datro,Fofana,F,23.0,Forward,Burnley,BUR,19.0,21 years 245 days,Cote D’Ivoire,178.0
2023/24,41538.0,Joe Gomez,Joe,Gomez,D,2.0,Left/Centre/Right Central Defender,Liverpool,LIV,19.0,27 years 92 days,England,178.0
2023/24,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,19.0,29 years 18 days,Denmark,178.0
2023/24,138634.0,Curtis Jones,Curtis,Jones,M,17.0,Centre Central Midfielder,Liverpool,LIV,19.0,23 years 206 days,England,178.0
2023/24,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,19.0,26 years 305 days,England,178.0
2023/24,340626.0,Dara O'Shea,Dara,O'Shea,D,2.0,Centre Central Defender,Burnley,BUR,19.0,25 years 172 days,Ireland,178.0
2023/24,324030.0,Emerson,Emerson,Palmieri dos Santos,D,33.0,Left Full Back,West Ham United,WHU,19.0,30 years 20 days,Italy,178.0
2023/24,339963.0,Ethan Pinnock,Ethan,Pinnock,D,n/a,Left/Centre Central Defender,Brentford,BRE,19.0,31 years 86 days,Jamaica,178.0
2023/24,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,19.0,23 years 87 days,England,178.0
2023/24,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,19.0,31 years 244 days,Ghana,178.0
2023/24,302775.0,Rodrigo Bentancur,Rodrigo,Bentancur,M,30.0,Centre Central Midfielder,Tottenham Hotspur,TOT,18.0,27 years 59 days,Uruguay,192.0
2023/24,344581.0,Edson Álvarez,Edson,Álvarez,M,19.0,Defensive Midfielder,West Ham United,WHU,17.0,26 years 304 days,Mexico,193.0
2023/24,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,17.0,30 years 281 days,Portugal,193.0
2023/24,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,17.0,33 years 216 days,Scotland,193.0
2023/24,187454.0,Jordan Clark,Jordan,Clark,M,18.0,Right Winger,Luton Town,LUT,17.0,30 years 336 days,England,193.0
2023/24,346775.0,Murillo,Murillo Santiago,Costa dos Santos,D,5.0,Left/Centre Central Defender,Nottingham Forest,NFO,17.0,22 years 50 days,Brazil,193.0
2023/24,355776.0,Sergio Reguilón,Sergio,Reguilón,D,12.0,Left Full Back,Tottenham Hotspur,TOT,17.0,27 years 251 days,Spain,193.0
2023/24,322292.0,Takehiro Tomiyasu,Takehiro,Tomiyasu,D,n/a,Defender,Arsenal,ARS,17.0,25 years 292 days,Japan,193.0
2023/24,319999.0,Oleksandr Zinchenko,Oleksandr,Zinchenko,D,17.0,Left Full Back,Arsenal,ARS,17.0,27 years 252 days,Ukraine,193.0
2023/24,317848.0,Josh Cullen,Josh,Cullen,M,24.0,Centre Central Midfielder,Burnley,BUR,16.0,28 years 138 days,Ireland,201.0
2023/24,336892.0,Craig Dawson,Craig,Dawson,D,15.0,Centre Central Defender,Wolverhampton Wanderers,WOL,16.0,34 years 109 days,England,201.0
2023/24,343595.0,Axel Disasi,Axel,Disasi,D,2.0,Centre Central Defender,Chelsea,CHE,16.0,26 years 165 days,France,201.0
2023/24,342472.0,Milos Kerkez,Milos,Kerkez,D,3.0,Left Full Back,Bournemouth,BOU,16.0,20 years 290 days,Hungary,201.0
2023/24,340570.0,Christopher Nkunku,Christopher,Nkunku,F,18.0,Left/Centre Second Striker,Chelsea,CHE,16.0,26 years 283 days,France,201.0
2023/24,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,16.0,27 years 15 days,United States,201.0
2023/24,50015.0,Kyle Walker,Kyle,Walker,D,2.0,Right Full Back,Manchester City,MCI,16.0,34 years 87 days,England,201.0
2023/24,28101.0,Cauley Woodrow,Cauley,Woodrow,F,10.0,Centre Striker,Luton Town,LUT,16.0,29 years 265 days,England,201.0
2023/24,288580.0,Kurt Zouma,Kurt,Zouma,D,4.0,Centre Central Defender,West Ham United,WHU,16.0,29 years 301 days,France,201.0
2023/24,325430.0,Manuel Akanji,Manuel,Akanji,D,25.0,Centre Central Defender,Manchester City,MCI,15.0,29 years 35 days,Switzerland,210.0
2023/24,346853.0,Jean-Ricner Bellegarde,Jean-Ricner,Bellegarde,M,27.0,Centre Central Midfielder,Wolverhampton Wanderers,WOL,15.0,26 years 57 days,France,210.0
2023/24,359359.0,Ben Godfrey,Ben,Godfrey,D,5.0,Centre Central Defender,n/a,n/a,15.0,26 years 221 days,England,210.0
2023/24,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,15.0,33 years 301 days,Iceland,210.0
