Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,Appearances,Age,Nationality,Rank
2023/24,349566.0,Enso González,Enso,González,F,11.0,Forward,Wolverhampton Wanderers,WOL,1.0,19 years 216 days,Paraguay,533.0
2023/24,319028.0,Kaide Gordon,Kaide,Gordon,F,n/a,Right Winger,n/a,n/a,1.0,19 years 323 days,England,533.0
2023/24,356358.0,Daniel Gore,Daniel,Gore,M,44.0,Centre Central Midfielder,Manchester United,MUN,1.0,19 years 332 days,England,533.0
2023/24,362474.0,Luke Harris,Luke,Harris,M,26.0,Centre Attacking Midfielder,n/a,n/a,1.0,19 years 172 days,Wales,533.0
2023/24,360685.0,Daniel Jebbison,Daniel,Jebbison,F,21.0,Centre Striker,Sheffield United,SHU,1.0,21 years 43 days,Canada,533.0
2023/24,327268.0,Loris Karius,Loris,Karius,G,18.0,Goalkeeper,n/a,n/a,1.0,31 years 62 days,Germany,533.0
2023/24,345855.0,Aymeric Laporte,Aymeric,Laporte,D,27.0,Centre Central Defender,n/a,n/a,1.0,30 years 88 days,Spain,533.0
2023/24,345120.0,Roméo Lavia,Roméo,Lavia,M,45.0,Centre Defensive Midfielder,Chelsea,CHE,1.0,20 years 230 days,Belgium,533.0
2023/24,355029.0,Alex Matos,Alex,Matos,F,21.0,Right Winger,n/a,n/a,1.0,19 years 325 days,England,533.0
2023/24,353823.0,Remi Matthews,Remi,Matthews,G,n/a,Goalkeeper,Crystal Palace,CRY,1.0,30 years 195 days,England,533.0
2023/24,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,1.0,31 years 163 days,England,533.0
2023/24,354653.0,Aleksandar Mitrovic,Aleksandar,Mitrovic,F,9.0,Forward,n/a,n/a,1.0,29 years 342 days,Serbia,533.0
2023/24,356318.0,Finley Munroe,Finley,Munroe,D,69.0,Centre Central Defender,n/a,n/a,1.0,19 years 197 days,England,533.0
2023/24,356982.0,Andrey Santos,Andrey,Nascimento dos Santos,M,8.0,Centre Defensive Midfielder,n/a,n/a,1.0,20 years 112 days,Brazil,533.0
2023/24,343731.0,Michael Ndiweni,Michael,Ndiweni,F,55.0,Forward,n/a,n/a,1.0,20 years 265 days,England,533.0
2023/24,349097.0,Ethan Nwaneri,Ethan,Nwaneri,M,63.0,Midfielder,Arsenal,ARS,1.0,17 years 155 days,England,533.0
2023/24,351069.0,Ryan Oné,Ryan,Oné,M,39.0,Midfielder,Sheffield United,SHU,1.0,18 years 58 days,Scotland,533.0
2023/24,362663.0,Tyler Onyango,Tyler,Onyango,M,24.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 172 days,England,533.0
2023/24,342567.0,Ben Parkinson,Ben,Parkinson,F,63.0,Left/Right Winger,n/a,n/a,1.0,19 years 166 days,England,533.0
2023/24,354355.0,Sydie Peck,Sydie,Peck,M,42.0,Central Midfielder,Sheffield United,SHU,1.0,19 years 345 days,England,533.0
2023/24,361241.0,Jaden Philogene,Jaden,Philogene,F,19.0,Left/Right Winger,n/a,n/a,1.0,22 years 197 days,England,533.0
2023/24,363166.0,Dominic Sadi,Dominic,Sadi,F,n/a,Forward,n/a,n/a,1.0,20 years 356 days,England,533.0
2023/24,348051.0,Davinson Sánchez,Davinson,Sánchez,D,6.0,Centre Central Defender,n/a,n/a,1.0,28 years 72 days,Colombia,533.0
2023/24,353591.0,James Shea,James,Shea,G,1.0,Goalkeeper,Luton Town,LUT,1.0,33 years 68 days,England,533.0
2023/24,319026.0,Jimi Tauriainen,Jimi,Tauriainen,M,49.0,Centre Central Midfielder,n/a,n/a,1.0,20 years 168 days,Finland,533.0
2023/24,360741.0,Donny van de Beek,Donny,van de Beek,M,6.0,Centre Central Midfielder,n/a,n/a,1.0,27 years 127 days,Netherlands,533.0
2023/24,361152.0,Lewis Warrington,Lewis,Warrington,M,16.0,Centre Central Midfielder,n/a,n/a,1.0,21 years 318 days,England,533.0
2023/24,354124.0,Ben Jackson,Ben,Jackson,D,50.0,Defender,n/a,n/a,0.0,20 years 355 days,England,571.0
2023/24,337698.0,Richie Laryea,Richie,Laryea,D,22.0,Right Wing Back,n/a,n/a,0.0,29 years 229 days,Canada,571.0
2022/23,160688.0,Jordan Ayew,Jordan,Ayew,F,9.0,Centre Striker,Crystal Palace,CRY,38.0,32 years 347 days,Ghana,1.0
2022/23,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,38.0,27 years 247 days,England,1.0
2022/23,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,Aston Villa,AVL,38.0,27 years 242 days,Argentina,1.0
2022/23,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,38.0,32 years 106 days,England,1.0
2022/23,6011.0,David de Gea,David,de Gea,G,1.0,Goalkeeper,n/a,n/a,38.0,33 years 290 days,Spain,1.0
2022/23,202648.0,Gabriel Magalhães,Gabriel,dos Santos Magalhães,D,6.0,Centre Central Defender,Arsenal,ARS,38.0,26 years 248 days,Brazil,1.0
2022/23,320724.0,Eberechi Eze,Eberechi,Eze,M,10.0,Centre Attacking Midfielder,Crystal Palace,CRY,38.0,26 years 55 days,England,1.0
2022/23,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,38.0,28 years 112 days,Nigeria,1.0
2022/23,347089.0,Brennan Johnson,Brennan,Johnson,F,22.0,Centre Striker,n/a,n/a,38.0,23 years 92 days,Wales,1.0
2022/23,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,38.0,31 years 26 days,England,1.0
2022/23,160422.0,Ezri Konsa,Ezri,Konsa,D,4.0,Centre Central Defender,Aston Villa,AVL,38.0,26 years 305 days,England,1.0
2022/23,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,38.0,25 years 16 days,Cameroon,1.0
2022/23,288169.0,Aaron Ramsdale,Aaron,Ramsdale,G,1.0,Goalkeeper,Arsenal,ARS,38.0,26 years 101 days,England,1.0
2022/23,360351.0,David Raya,David,Raya,G,22.0,Goalkeeper,n/a,n/a,38.0,28 years 343 days,Spain,1.0
2022/23,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,38.0,22 years 353 days,England,1.0
2022/23,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,38.0,32 years 69 days,Egypt,1.0
2022/23,314846.0,James Tarkowski,James,Tarkowski,D,6.0,Centre Central Defender,Everton,EVE,38.0,31 years 278 days,England,1.0
2022/23,363000.0,Kieran Trippier,Kieran,Trippier,D,n/a,Right Full Back,Newcastle United,NEW,38.0,33 years 339 days,England,1.0
2022/23,345007.0,James Ward-Prowse,James,Ward-Prowse,M,8.0,Central Midfielder,n/a,n/a,38.0,29 years 296 days,England,1.0
2022/23,284417.0,Ben White,Ben,White,D,4.0,Centre/Right Central Defender,Arsenal,ARS,38.0,26 years 320 days,England,1.0
2022/23,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,38.0,27 years 355 days,DR Congo,1.0
2022/23,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,37.0,25 years 321 days,England,22.0
2022/23,133131.0,Alisson Becker,Alisson Ramsés,Becker,G,1.0,Goalkeeper,Liverpool,LIV,37.0,31 years 326 days,Brazil,22.0
2022/23,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,37.0,29 years 350 days,Portugal,22.0
2022/23,345054.0,Moisés Caicedo,Moisés,Caicedo,M,25.0,Centre Defensive Midfielder,n/a,n/a,37.0,22 years 295 days,Ecuador,22.0
2022/23,346392.0,Timothy Castagne,Timothy,Castagne,D,21.0,Right Full Back,n/a,n/a,37.0,28 years 262 days,Belgium,22.0
2022/23,323587.0,Morgan Gibbs-White,Morgan,Gibbs-White,M,10.0,Centre Central Midfielder,Nottingham Forest,NFO,37.0,24 years 209 days,England,22.0
2022/23,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,37.0,33 years 69 days,Germany,22.0
2022/23,282013.0,Marc Guéhi,Marc,Guéhi,D,6.0,Centre Central Defender,Crystal Palace,CRY,37.0,24 years 41 days,England,22.0
2022/23,36581.0,Rico Henry,Rico,Henry,D,3.0,Left Full Back,Brentford,BRE,37.0,27 years 46 days,England,22.0
2022/23,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,37.0,28 years 235 days,Denmark,22.0
2022/23,360341.0,Maximilian Kilman,Maximilian,Kilman,D,26.0,Left/Centre Central Defender,n/a,n/a,37.0,27 years 92 days,England,22.0
2022/23,340460.0,Jefferson Lerma,Jefferson,Lerma,M,8.0,Centre Central Midfielder,n/a,n/a,37.0,29 years 303 days,Colombia,22.0
2022/23,319809.0,Ben Mee,Ben,Mee,D,16.0,Centre Central Defender,Brentford,BRE,37.0,34 years 337 days,England,22.0
2022/23,360352.0,Michael Olise,Michael,Olise,M,17.0,Centre Attacking Midfielder,n/a,n/a,37.0,22 years 255 days,France,22.0
2022/23,46085.0,Jordan Pickford,Jordan,Pickford,G,n/a,Goalkeeper,Everton,EVE,37.0,30 years 169 days,England,22.0
2022/23,313738.0,Nick Pope,Nick,Pope,G,22.0,Goalkeeper,Newcastle United,NEW,37.0,32 years 126 days,England,22.0
2022/23,202622.0,Harrison Reed,Harrison,Reed,M,6.0,Centre Central Midfielder,Fulham,FUL,37.0,29 years 209 days,England,22.0
2022/23,342058.0,Declan Rice,Declan,Rice,M,41.0,Centre Central Midfielder,n/a,n/a,37.0,25 years 222 days,England,22.0
2022/23,10050.0,Adam Smith,Adam,Smith,D,15.0,Right Full Back,Bournemouth,BOU,37.0,33 years 116 days,England,22.0
2022/23,359652.0,Douglas Luiz,Douglas Luiz,Soares de Paulo,M,26.0,Central Midfielder,n/a,n/a,37.0,26 years 106 days,Brazil,22.0
2022/23,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,37.0,37 years 225 days,England,22.0
2022/23,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,37.0,28 years 237 days,England,22.0
2022/23,344329.0,Granit Xhaka,Granit,Xhaka,M,34.0,Central Midfielder,n/a,n/a,37.0,31 years 331 days,Switzerland,22.0
2022/23,288147.0,Martin Ødegaard,Martin,Ødegaard,M,8.0,Left/Centre/Right Attacking Midfielder,Arsenal,ARS,37.0,25 years 250 days,Norway,22.0
2022/23,342721.0,Brenden Aaronson,Brenden,Aaronson,M,7.0,Centre Attacking Midfielder,Leeds United,LEE,36.0,23 years 306 days,United States,46.0
2022/23,160732.0,Philip Billing,Philip,Billing,M,29.0,Centre Defensive Midfielder,Bournemouth,BOU,36.0,28 years 73 days,Denmark,46.0
2022/23,313931.0,Sven Botman,Sven,Botman,D,4.0,Central Defender,Newcastle United,NEW,36.0,24 years 224 days,Netherlands,46.0
2022/23,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,36.0,30 years 281 days,Portugal,46.0
2022/23,135989.0,Josh Dasilva,Josh,Dasilva,M,10.0,Left/Right Winger,Brentford,BRE,36.0,25 years 305 days,England,46.0
2022/23,360340.0,Bobby De Cordova-Reid,Bobby,De Cordova-Reid,F,14.0,Forward,n/a,n/a,36.0,31 years 203 days,Jamaica,46.0
2022/23,13742.0,Lewis Dunk,Lewis,Dunk,D,30.0,Defender,Brighton & Hove Albion,BHA,36.0,32 years 276 days,England,46.0
2022/23,129917.0,Lukasz Fabianski,Lukasz,Fabianski,G,1.0,Goalkeeper,West Ham United,WHU,36.0,39 years 127 days,Poland,46.0
2022/23,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Leeds United,LEE,36.0,27 years 277 days,England,46.0
2022/23,160158.0,Rodri,Rodrigo,Hernández Cascante,M,16.0,Centre Central Midfielder,Manchester City,MCI,36.0,28 years 62 days,Spain,46.0
2022/23,360556.0,Robin Koch,Robin,Koch,D,4.0,Central Defender,Leeds United,LEE,36.0,28 years 37 days,Germany,46.0
2022/23,321656.0,Bernd Leno,Bernd,Leno,G,1.0,Goalkeeper,Fulham,FUL,36.0,32 years 172 days,Germany,46.0
2022/23,281359.0,José Sá,José Pedro,Malheiro de Sá,G,1.0,Goalkeeper,Wolverhampton Wanderers,WOL,36.0,31 years 219 days,Portugal,46.0
2022/23,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,36.0,23 years 66 days,Brazil,46.0
2022/23,252275.0,Emiliano Martínez,Emiliano,Martínez,G,23.0,Goalkeeper,Aston Villa,AVL,36.0,31 years 356 days,Argentina,46.0
2022/23,320612.0,Dwight McNeil,Dwight,McNeil,F,7.0,Left Winger,Everton,EVE,36.0,24 years 275 days,England,46.0
2022/23,169744.0,Tyrick Mitchell,Tyrick,Mitchell,D,39.0,Left Full Back,Crystal Palace,CRY,36.0,24 years 357 days,England,46.0
2022/23,162005.0,Jacob Murphy,Jacob,Murphy,M,14.0,Left/Right Winger,Newcastle United,NEW,36.0,29 years 181 days,England,46.0
2022/23,275377.0,Fabian Schär,Fabian,Schär,D,n/a,Defender,Newcastle United,NEW,36.0,32 years 247 days,Switzerland,46.0
2022/23,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,36.0,32 years 46 days,South Korea,46.0
2022/23,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,36.0,29 years 178 days,Czech Republic,46.0
2022/23,347736.0,Fabinho,Fábio Henrique,Tavares,M,8.0,Centre Defensive Midfielder,n/a,n/a,36.0,30 years 305 days,Brazil,46.0
2022/23,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Arsenal,ARS,36.0,29 years 263 days,Belgium,46.0
2022/23,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,35.0,29 years 13 days,Algeria,69.0
2022/23,354649.0,Rúben Neves,Rúben Diogo,da Silva Neves,M,8.0,Centre Central Midfielder,n/a,n/a,35.0,27 years 163 days,Portugal,69.0
2022/23,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,35.0,26 years 220 days,France,69.0
2022/23,323410.0,Pervis Estupiñán,Pervis,Estupiñán,D,30.0,Left Full Back,Brighton & Hove Albion,BHA,35.0,26 years 215 days,Ecuador,69.0
2022/23,363122.0,Conor Gallagher,Conor,Gallagher,M,4.0,Centre Central Midfielder,n/a,n/a,35.0,24 years 199 days,England,69.0
2022/23,312560.0,Erling Haaland,Erling,Haaland,F,9.0,Centre Striker,Manchester City,MCI,35.0,24 years 33 days,Norway,69.0
2022/23,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,35.0,25 years 73 days,Germany,69.0
2022/23,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,35.0,34 years 67 days,England,69.0
2022/23,361468.0,Pierre-Emile Højbjerg,Pierre-Emile,Højbjerg,M,23.0,Centre Defensive Midfielder,n/a,n/a,35.0,29 years 18 days,Denmark,69.0
2022/23,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,West Ham United,WHU,35.0,32 years 31 days,England,69.0
2022/23,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,35.0,26 years 105 days,Germany,69.0
2022/23,360696.0,João Palhinha,João Maria,Lobo Alves Palhares Costa Palhinha Gonçalves,M,16.0,Centre Defensive Midfielder,n/a,n/a,35.0,29 years 45 days,Portugal,69.0
2022/23,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,35.0,25 years 243 days,Argentina,69.0
2022/23,160323.0,Tyrone Mings,Tyrone,Mings,D,5.0,Centre Central Defender,Aston Villa,AVL,35.0,31 years 163 days,England,69.0
2022/23,222663.0,Jacob Ramsey,Jacob,Ramsey,M,41.0,Midfielder,Aston Villa,AVL,35.0,23 years 87 days,England,69.0
2022/23,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,35.0,26 years 297 days,England,69.0
2022/23,190129.0,Antonee Robinson,Antonee,Robinson,D,33.0,Left Full Back,Fulham,FUL,35.0,27 years 15 days,United States,69.0
2022/23,345071.0,Fred,Frederico,Rodrigues de Paula Santos,M,35.0,Centre Central Midfielder,n/a,n/a,35.0,31 years 171 days,Brazil,69.0
2022/23,44029.0,Ederson,Ederson,Santana de Moraes,G,31.0,Goalkeeper,Manchester City,MCI,35.0,31 years 6 days,Brazil,69.0
2022/23,287383.0,Joe Willock,Joe,Willock,M,28.0,Centre Attacking Midfielder,Newcastle United,NEW,35.0,25 years 3 days,England,69.0
2022/23,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,34.0,30 years 195 days,Paraguay,89.0
2022/23,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Leicester City,LEI,34.0,26 years 258 days,England,89.0
2022/23,316524.0,Cheick Doucouré,Cheick,Doucouré,M,28.0,Centre Defensive Midfielder,Crystal Palace,CRY,34.0,24 years 228 days,Mali,89.0
2022/23,135200.0,John McGinn,John,McGinn,M,7.0,Centre Central Midfielder,Aston Villa,AVL,34.0,29 years 310 days,Scotland,89.0
2022/23,186584.0,Illan Meslier,Illan,Meslier,G,1.0,Goalkeeper,Leeds United,LEE,34.0,24 years 174 days,France,89.0
2022/23,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,34.0,30 years 13 days,Portugal,89.0
2022/23,299539.0,Vitalii Mykolenko,Vitalii,Mykolenko,D,19.0,Left Full Back,Everton,EVE,34.0,25 years 86 days,Ukraine,89.0
2022/23,346778.0,Matheus Nunes,Matheus Luiz,Nunes,M,27.0,Central Midfielder,n/a,n/a,34.0,25 years 362 days,Portugal,89.0
2022/23,356049.0,Ivan Perisic,Ivan,Perisic,F,4.0,Forward,n/a,n/a,34.0,35 years 203 days,Croatia,89.0
2022/23,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,34.0,30 years 165 days,Scotland,89.0
2022/23,42727.0,Jeffrey Schlupp,Jeffrey,Schlupp,M,15.0,Left Winger,Crystal Palace,CRY,34.0,31 years 244 days,Ghana,89.0
2022/23,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,34.0,28 years 211 days,Spain,89.0
2022/23,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,33.0,34 years 148 days,Jamaica,101.0
2022/23,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,33.0,27 years 14 days,Jamaica,101.0
2022/23,19302.0,Tom Cairney,Tom,Cairney,M,10.0,Left/Centre/Right Attacking Midfielder,Fulham,FUL,33.0,33 years 216 days,Scotland,101.0
2022/23,359602.0,Eric Dier,Eric,Dier,D,15.0,Centre Central Defender,n/a,n/a,33.0,30 years 221 days,England,101.0
2022/23,346437.0,Mohamed Elyounoussi,Mohamed,Elyounoussi,M,10.0,Midfielder,Southampton,SOU,33.0,30 years 19 days,Norway,101.0
2022/23,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,33.0,28 years 56 days,Jamaica,101.0
2022/23,263465.0,Idrissa Gueye,Idrissa,Gueye,M,27.0,Centre Defensive Midfielder,Everton,EVE,33.0,34 years 332 days,Senegal,101.0
2022/23,316561.0,Andreas Pereira,Andreas Hugo,Hoelgebaum Pereira,M,18.0,Attacking Midfielder,Fulham,FUL,33.0,28 years 235 days,Brazil,101.0
2022/23,135591.0,Sean Longstaff,Sean,Longstaff,M,36.0,Centre Central Midfielder,Newcastle United,NEW,33.0,26 years 298 days,England,101.0
2022/23,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,33.0,30 years 34 days,England,101.0
2022/23,289869.0,Kaoru Mitoma,Kaoru,Mitoma,F,18.0,Forward,Brighton & Hove Albion,BHA,33.0,27 years 95 days,Japan,101.0
2022/23,361427.0,Amadou Onana,Amadou,Onana,M,24.0,Centre Defensive Midfielder,n/a,n/a,33.0,23 years 7 days,Belgium,101.0
2022/23,258869.0,Thomas Partey,Thomas,Partey,M,5.0,Centre Defensive Midfielder,Arsenal,ARS,33.0,31 years 71 days,Ghana,101.0
2022/23,19300.0,Tim Ream,Tim,Ream,D,13.0,Left/Centre Central Defender,n/a,n/a,33.0,36 years 323 days,United States,101.0
2022/23,362647.0,Dominic Solanke,Dominic,Solanke,F,19.0,Striker,n/a,n/a,33.0,26 years 344 days,England,101.0
2022/23,202655.0,Ivan Toney,Ivan,Toney,F,17.0,Centre Striker,Brentford,BRE,33.0,28 years 160 days,England,101.0
2022/23,363213.0,Joachim Andersen,Joachim,Andersen,D,5.0,Centre Central Defender,n/a,n/a,32.0,28 years 84 days,Denmark,117.0
2022/23,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,32.0,28 years 9 days,Brazil,117.0
2022/23,130310.0,Stuart Armstrong,Stuart,Armstrong,M,17.0,Left Winger,n/a,n/a,32.0,32 years 146 days,Scotland,117.0
2022/23,312832.0,Gavin Bazunu,Gavin,Bazunu,G,31.0,Goalkeeper,Southampton,SOU,32.0,22 years 185 days,Ireland,117.0
2022/23,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,32.0,28 years 307 days,Portugal,117.0
2022/23,288967.0,Ryan Christie,Ryan,Christie,M,10.0,Left/Centre/Right Attacking Midfielder,Bournemouth,BOU,32.0,29 years 183 days,Scotland,117.0
2022/23,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,32.0,33 years 56 days,Belgium,117.0
2022/23,165275.0,Harvey Elliott,Harvey,Elliott,M,n/a,Left/Centre/Right Attacking Midfielder,Liverpool,LIV,32.0,21 years 141 days,England,117.0
2022/23,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,32.0,24 years 87 days,England,117.0
2022/23,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,32.0,28 years 183 days,Spain,117.0
2022/23,337833.0,Jorginho,Jorge Luiz,Frello Filho,M,20.0,Centre Central Midfielder,Arsenal,ARS,32.0,32 years 247 days,Italy,117.0
2022/23,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,Newcastle United,NEW,32.0,23 years 181 days,England,117.0
2022/23,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,32.0,26 years 281 days,Brazil,117.0
2022/23,359383.0,Marc Roca,Marc,Roca,M,21.0,Centre Defensive Midfielder,n/a,n/a,32.0,27 years 271 days,Spain,117.0
2022/23,92622.0,Virgil van Dijk,Virgil,van Dijk,D,4.0,Centre Central Defender,Liverpool,LIV,32.0,33 years 46 days,Netherlands,117.0
2022/23,362733.0,Julián Alvarez,Julián,Alvarez,F,19.0,Centre Striker,n/a,n/a,31.0,24 years 205 days,Argentina,132.0
2022/23,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,31.0,31 years 121 days,Wales,132.0
2022/23,359600.0,Kiernan Dewsbury-Hall,Kiernan,Dewsbury-Hall,M,22.0,Central Midfielder,n/a,n/a,31.0,25 years 352 days,England,132.0
2022/23,325441.0,Wout Faes,Wout,Faes,D,3.0,Central Defender,Leicester City,LEI,31.0,26 years 142 days,Belgium,132.0
2022/23,363187.0,Ilkay Gündogan,Ilkay,Gündogan,M,19.0,Centre Central Midfielder,n/a,n/a,31.0,33 years 304 days,Germany,132.0
2022/23,340458.0,James Milner,James,Milner,M,6.0,Left/Centre/Right Central Midfielder,n/a,n/a,31.0,38 years 232 days,England,132.0
2022/23,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,31.0,33 years 170 days,Spain,132.0
2022/23,346451.0,João Moutinho,João Filipe Iria,Santos Moutinho,M,28.0,Midfielder,n/a,n/a,31.0,37 years 350 days,Portugal,132.0
2022/23,322422.0,Marcos Senesi,Marcos,Senesi,D,25.0,Centre Central Defender,Bournemouth,BOU,31.0,27 years 105 days,Argentina,132.0
2022/23,14011.0,Luke Shaw,Luke,Shaw,D,23.0,Left Full Back,Manchester United,MUN,31.0,29 years 42 days,England,132.0
2022/23,314795.0,Kenny Tete,Kenny,Tete,D,n/a,Right Full Back,Fulham,FUL,31.0,28 years 319 days,Netherlands,132.0
2022/23,340565.0,Youri Tielemans,Youri,Tielemans,M,8.0,Centre Central Midfielder,n/a,n/a,31.0,27 years 108 days,Belgium,132.0
2022/23,186988.0,Joël Veltman,Joël,Veltman,D,34.0,Centre/Right Full Back,Brighton & Hove Albion,BHA,31.0,32 years 221 days,Netherlands,132.0
2022/23,187645.0,Kyle Walker-Peters,Kyle,Walker-Peters,D,2.0,Right Full Back,Southampton,SOU,31.0,27 years 132 days,England,132.0
2022/23,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,31.0,33 years 271 days,England,132.0
